filename,contorno,numeros,agujas
correct/reloj_01.jpg,1,0,0
correct/reloj_02.jpg,1,0,0
correct/reloj_03.jpg,1,0,0
correct/reloj_04.jpg,1,0,0
correct/reloj_05.jpg,1,0,0
correct/reloj_06.jpg,1,0,0
correct/reloj_07.jpg,1,0,0
correct/reloj_08.jpg,1,0,0
correct/reloj_09.jpg,1,0,0
correct/reloj_10.jpg,1,0,0
correct/reloj_11.jpg,1,0,0
correct/reloj_12.jpg,1,0,0
correct/reloj_13.jpg,1,0,0
correct/reloj_14.jpg,1,0,0
correct/reloj_15.jpg,1,0,0
correct/reloj_16.jpg,1,0,0
correct/reloj_17.jpg,1,0,0
correct/reloj_18.jpg,1,0,0
correct/reloj_19.jpg,1,0,0
correct/reloj_20.jpg,1,0,0
correct/reloj_21.jpg,1,0,0
correct/reloj_22.jpg,1,0,0
correct/reloj_23.jpg,1,0,0
correct/reloj_24.jpg,1,0,0
correct/reloj_25.jpg,1,0,0
correct/reloj_26.jpg,1,0,0
correct/reloj_27.jpg,1,0,0
correct/reloj_28.jpg,1,0,0
correct/reloj_29.jpg,1,0,0
correct/reloj_30.jpg,1,0,0
correct/reloj_31.jpg,1,0,0
correct/reloj_32.jpg,1,0,0
correct/reloj_33.jpg,1,0,0
correct/reloj_34.jpg,1,1,0
correct/reloj_35.jpg,1,1,0
correct/reloj_36.jpg,1,1,0
correct/reloj_37.jpg,1,1,0
correct/reloj_38.jpg,1,1,0
correct/reloj_39.jpg,1,1,0
correct/reloj_40.jpg,1,1,0
correct/reloj_41.jpg,1,1,0
correct/reloj_42.jpg,1,1,0
correct/reloj_43.jpg,1,1,0
correct/reloj_44.jpg,1,1,0
correct/reloj_45.jpg,1,1,0
correct/reloj_46.jpg,1,1,0
correct/reloj_47.jpg,1,1,0
correct/reloj_48.jpg,1,1,0
correct/reloj_49.jpg,1,1,1
correct/reloj_50.jpg,1,1,1
correct/reloj_51.jpg,1,1,1
correct/reloj_52.jpg,1,1,1
correct/reloj_53.jpg,1,1,1
correct/reloj_54.jpg,1,1,1
correct/reloj_55.jpg,1,1,1
correct/reloj_56.jpg,1,1,1
correct/reloj_57.jpg,1,1,1
correct/reloj_58.jpg,1,1,1
correct/reloj_59.jpg,1,1,1
correct/reloj_60.jpg,1,1,1
correct/reloj_61.jpg,1,1,1
correct/reloj_62.jpg,1,1,1
correct/reloj_63.jpg,1,1,1
correct/reloj_64.jpg,1,1,1
correct/reloj_65.jpg,1,1,1
correct/reloj_66.jpg,1,1,1
correct/reloj_67.jpg,1,1,1
correct/reloj_68.jpg,1,1,1
correct/reloj_69.png,1,0,1
correct/reloj_70.png,1,0,1
correct/reloj_71.png,1,0,1
correct/reloj_72.png,1,0,1
correct/reloj_73.png,0,0,1
correct/reloj_74.png,0,0,1
correct/reloj_75.png,0,0,1
correct/reloj_76.png,0,0,1
correct/reloj_77.png,0,1,1
correct/reloj_78.png,0,1,1
correct/reloj_79.png,0,1,1
correct/reloj_80.png,0,1,1
correct/reloj_81.png,0,1,1
correct/reloj_82.png,0,0,1
correct/reloj_83.png,0,0,1
correct/reloj_84.png,0,0,1
correct/reloj_85.png,0,0,1
correct/reloj_86.png,1,0,1
correct/reloj_87.png,1,0,1
correct/reloj_88.png,1,0,1
correct/reloj_89.png,1,0,1
correct/reloj_90.png,0,1,1
correct/reloj_91.png,0,1,1
correct/reloj_92.png,0,1,1
correct/reloj_93.png,0,1,1
correct/reloj_94.png,0,1,1
incorrect/reloj_01.jpg,0,0,0
incorrect/reloj_02.jpg,0,0,0
incorrect/reloj_03.jpg,0,0,0
incorrect/reloj_04.jpg,0,0,0
incorrect/reloj_05.jpg,0,0,0
incorrect/reloj_06.jpg,0,0,0
incorrect/reloj_07.jpg,0,0,0
incorrect/reloj_08.jpg,0,0,0
incorrect/reloj_09.jpg,0,0,0
incorrect/reloj_10.jpg,0,0,0
incorrect/reloj_11.jpg,0,0,0
incorrect/reloj_12.jpg,0,0,0
incorrect/reloj_13.jpg,0,0,0
incorrect/reloj_14.jpg,0,0,0
incorrect/reloj_15.jpg,1,0,0
incorrect/reloj_16.jpg,1,0,0
incorrect/reloj_17.jpg,1,0,0
incorrect/reloj_18.jpg,1,0,0
incorrect/reloj_19.jpg,1,0,0
incorrect/reloj_20.jpg,1,0,0
incorrect/reloj_21.jpg,1,0,0
incorrect/reloj_22.jpg,1,0,0
incorrect/reloj_23.jpg,1,0,0
incorrect/reloj_24.jpg,1,0,0
incorrect/reloj_25.jpg,1,1,0
incorrect/reloj_26.jpg,1,1,0
incorrect/reloj_27.jpg,1,1,0
incorrect/reloj_28.jpg,1,1,0
incorrect/reloj_29.jpg,1,1,0
incorrect/reloj_30.jpg,1,1,0
incorrect/reloj_31.jpg,1,1,0
incorrect/reloj_32.jpg,1,1,0
incorrect/reloj_33.jpg,1,1,0
incorrect/reloj_34.jpg,1,1,0
incorrect/reloj_35.jpg,1,1,0
incorrect/reloj_36.jpg,1,1,0
