filename,contorno,numeros,agujas
correct/reloj_099.png,1,1,0
correct/reloj_208.png,1,0,1
incorrect/reloj_196.png,0,0,0
correct/reloj_012.png,0,0,1
correct/reloj_098.png,1,1,0
incorrect/reloj_058.png,0,0,0
incorrect/reloj_153.png,0,0,0
correct/reloj_021.png,0,1,0
incorrect/reloj_171.png,0,0,0
incorrect/reloj_289.jpg,0,0,0
incorrect/reloj_079.png,0,0,0
correct/reloj_035.png,0,1,1
correct/reloj_088.png,0,1,1
incorrect/reloj_300.png,0,0,0
correct/reloj_193.jpg,1,1,1
correct/reloj_089.png,0,1,0
incorrect/reloj_230.png,0,0,0
incorrect/reloj_272.png,0,0,0
incorrect/reloj_052.png,0,0,0
correct/reloj_117.png,0,0,1
incorrect/reloj_077.png,0,0,0
incorrect/reloj_118.png,0,0,0
correct/reloj_050.png,1,1,0
incorrect/reloj_094.png,0,0,0
incorrect/reloj_031.png,0,0,0
incorrect/reloj_141.png,0,0,0
incorrect/reloj_176.png,0,0,0
incorrect/reloj_046.png,0,0,0
incorrect/reloj_155.png,0,0,0
incorrect/reloj_026.png,0,0,0
incorrect/reloj_156.png,0,0,0
incorrect/reloj_195.png,0,0,0
incorrect/reloj_291.jpg,0,1,0
correct/reloj_135.png,0,1,0
correct/reloj_007.jpg,1,0,0
correct/reloj_072.png,0,1,0
incorrect/reloj_119.png,0,0,0
correct/reloj_140.png,0,1,0
correct/reloj_110.png,0,0,1
correct/reloj_123.png,0,0,1
incorrect/reloj_283.jpg,0,0,0
incorrect/reloj_269.jpg,0,0,0
incorrect/reloj_165.png,0,0,0
incorrect/reloj_147.png,0,0,0
incorrect/reloj_109.png,0,0,0
incorrect/reloj_019.png,0,0,0
incorrect/reloj_073.png,0,0,0
correct/reloj_180.jpg,1,1,0
incorrect/reloj_261.jpg,0,0,0
incorrect/reloj_008.png,0,0,0
incorrect/reloj_016.png,0,0,0
correct/reloj_155.png,1,1,0
correct/reloj_133.png,0,1,1
correct/reloj_124.png,0,1,0
correct/reloj_111.png,0,0,1
correct/reloj_179.jpg,1,1,0
correct/reloj_071.png,0,0,1
correct/reloj_018.png,0,0,1
incorrect/reloj_145.png,0,0,0
incorrect/reloj_220.png,0,0,0
incorrect/reloj_097.png,0,0,0
correct/reloj_154.png,1,1,1
incorrect/reloj_273.jpg,0,0,0
correct/reloj_004.jpg,1,0,0
correct/reloj_095.png,1,1,0
correct/reloj_008.jpg,1,0,0
incorrect/reloj_233.png,0,0,0
correct/reloj_006.jpg,1,0,0
